venta_id,fecha,cliente_id,producto_id,region,ciudad,segmento,categoria,subcategoria,cantidad,precio_unitario_cop,descuento_pct,subtotal_cop,costo_unitario_est_cop,margen_total_cop,tipo_venta,ejecutivo
4886,2023-11-01,67,6,Pacífico,Popayán,Constructora,Herramientas Industriales,Taladros,37,75141,0.1,2780217,39502,1318643,Crédito 30 días,Ejecutivo 14
4887,2022-06-19,207,118,Pacífico,Buenaventura,Taller Automotriz,Tecnología y Seguridad,Sensores,23,342308,0.15,7873084,224434,2711102,Contado,Ejecutivo 2
4888,2022-01-18,157,130,Santanderes,Bucaramanga,Constructora,Materiales de Construcción,Adhesivos,16,764511,0.1,12232176,608379,2498112,Contado,Ejecutivo 7
4889,2024-10-05,3,39,Pacífico,Cali,Cadena de Ferreterías,Equipos Eléctricos,Transformadores,4,1070068,0.05,4280272,771787,1193124,Crédito 60 días,Ejecutivo 15
4890,2022-11-08,110,96,Santanderes,Cúcuta,Comercializadora Local,Repuestos Automotrices,Bujías,12,214320,0.05,2571840,114729,1195092,Crédito 90 días,Ejecutivo 1
4891,2024-08-23,24,56,Pacífico,Cali,Comercializadora Local,Equipos Eléctricos,Cables,35,459847,0.0,16094645,316756,5008185,Contado,Ejecutivo 3
4892,2023-08-20,116,71,Llanos,Arauca,Contratista Eléctrico,Repuestos Automotrices,Filtros,39,1442328,0.05,56250792,1010798,16829670,Crédito 90 días,Ejecutivo 6
4893,2024-01-02,56,44,Eje Cafetero,Manizales,Comercializadora Local,Equipos Eléctricos,Breakers,37,1357023,0.0,50209851,779381,21372754,Crédito 30 días,Ejecutivo 2
4894,2022-03-24,50,52,Llanos,Villavicencio,Cadena de Ferreterías,Equipos Eléctricos,Cables,4,576108,0.0,2304432,320980,1020512,Contado,Ejecutivo 5
4895,2023-11-08,124,50,Llanos,Yopal,Contratista Eléctrico,Equipos Eléctricos,Cables,24,59652,0.1,1431648,48147,276120,Contado,Ejecutivo 10
4896,2022-06-18,134,153,Pacífico,Buenaventura,Cadena de Ferreterías,Materiales de Construcción,Impermeabilizantes,33,1523910,0.0,50289030,726119,26327103,Crédito 90 días,Ejecutivo 10
4897,2022-01-01,160,16,Llanos,Arauca,Empresa Industrial,Herramientas Industriales,Llaves,32,935018,0.0,29920576,659075,8830176,Crédito 60 días,Ejecutivo 4
4898,2022-12-15,45,79,Eje Cafetero,Armenia,Comercializadora Local,Repuestos Automotrices,Frenos,27,1049583,0.2,28338741,743610,8261271,Crédito 60 días,Ejecutivo 14
4899,2024-10-01,41,5,Santanderes,Bucaramanga,Constructora,Herramientas Industriales,Taladros,31,1039141,0.1,32213371,660908,11725223,Contado,Ejecutivo 10
4900,2023-08-20,46,71,Santanderes,Bucaramanga,Taller Automotriz,Repuestos Automotrices,Filtros,6,1518241,0.0,9109446,967959,3301692,Crédito 30 días,Ejecutivo 9
4901,2022-05-27,183,133,Pacífico,Popayán,Cadena de Ferreterías,Materiales de Construcción,Adhesivos,15,1688006,0.0,25320090,871532,12247110,Crédito 60 días,Ejecutivo 5
4902,2022-10-11,133,52,Caribe,Valledupar,Contratista Eléctrico,Equipos Eléctricos,Cables,14,489691,0.15,6855674,347809,1986348,Contado,Ejecutivo 10
4903,2023-06-17,173,9,Santanderes,Barrancabermeja,Constructora,Herramientas Industriales,Llaves,21,477949,0.15,10036929,334158,3019611,Contado,Ejecutivo 13
4904,2024-11-20,99,85,Pacífico,Popayán,Taller Automotriz,Repuestos Automotrices,Lubricantes,1,97869,0.1,97869,61742,36127,Contado,Ejecutivo 10
4905,2023-04-04,130,147,Eje Cafetero,Pereira,Constructora,Materiales de Construcción,Aislantes,21,1364926,0.0,28663446,846762,10881444,Crédito 30 días,Ejecutivo 1
4906,2024-03-16,198,114,Caribe,Santa Marta,Contratista Eléctrico,Tecnología y Seguridad,Sensores,25,1549332,0.05,38733300,926897,15560875,Crédito 60 días,Ejecutivo 11
4907,2022-11-30,56,70,Eje Cafetero,Manizales,Comercializadora Local,Repuestos Automotrices,Filtros,37,665482,0.15,24622834,387293,10292993,Crédito 30 días,Ejecutivo 13
4908,2024-07-15,187,123,Pacífico,Cali,Comercializadora Local,Tecnología y Seguridad,Control de acceso,29,57656,0.2,1672024,35371,646265,Crédito 30 días,Ejecutivo 9
4909,2023-09-20,70,67,Pacífico,Buenaventura,Constructora,Repuestos Automotrices,Filtros,7,224962,0.0,1574734,147585,541639,Contado,Ejecutivo 12
4910,2024-04-01,165,159,Santanderes,Cúcuta,Empresa Industrial,Materiales de Construcción,Impermeabilizantes,1,640104,0.0,640104,461074,179030,Crédito 30 días,Ejecutivo 15
4911,2023-04-27,51,141,Llanos,Arauca,Cadena de Ferreterías,Materiales de Construcción,Tuberías,9,1460171,0.0,13141539,937807,4701276,Crédito 60 días,Ejecutivo 14
4912,2023-09-26,48,40,Llanos,Arauca,Taller Automotriz,Equipos Eléctricos,Transformadores,5,467419,0.15,2337095,395069,361750,Crédito 30 días,Ejecutivo 4
4913,2023-05-08,73,2,Eje Cafetero,Pereira,Constructora,Herramientas Industriales,Taladros,3,1274236,0.05,3822708,794701,1438605,Crédito 30 días,Ejecutivo 12
4914,2022-11-14,123,7,Caribe,Santa Marta,Taller Automotriz,Herramientas Industriales,Taladros,18,1164915,0.1,20968470,851984,5632758,Contado,Ejecutivo 1
4915,2022-08-30,113,89,Caribe,Sincelejo,Comercializadora Local,Repuestos Automotrices,Bujías,8,1048219,0.1,8385752,753793,2355408,Contado,Ejecutivo 8
4916,2022-09-16,114,4,Caribe,Valledupar,Empresa Industrial,Herramientas Industriales,Taladros,11,154326,0.0,1697586,82903,785653,Contado,Ejecutivo 2
4917,2023-08-02,51,60,Llanos,Arauca,Cadena de Ferreterías,Equipos Eléctricos,Tableros,39,1431360,0.1,55823040,883386,21370986,Crédito 60 días,Ejecutivo 12
4918,2023-10-18,118,110,Pacífico,Popayán,Cadena de Ferreterías,Tecnología y Seguridad,DVR,34,1309639,0.0,44527726,639396,22788262,Crédito 30 días,Ejecutivo 12
4919,2024-09-13,120,132,Eje Cafetero,Armenia,Cadena de Ferreterías,Materiales de Construcción,Adhesivos,21,221806,0.2,4657926,169219,1104327,Crédito 30 días,Ejecutivo 2
4920,2023-09-12,145,139,Eje Cafetero,Manizales,Contratista Eléctrico,Materiales de Construcción,Tuberías,25,1265040,0.15,31626000,834019,10775525,Crédito 90 días,Ejecutivo 4
4921,2024-08-27,83,92,Caribe,Santa Marta,Cadena de Ferreterías,Repuestos Automotrices,Bujías,34,1492395,0.2,50741430,927852,19194462,Crédito 30 días,Ejecutivo 6
4922,2022-11-17,132,82,Eje Cafetero,Pereira,Constructora,Repuestos Automotrices,Lubricantes,16,910014,0.2,14560224,610059,4799280,Crédito 30 días,Ejecutivo 6
4923,2022-05-16,167,27,Caribe,Santa Marta,Comercializadora Local,Herramientas Industriales,Compresores,24,1620316,0.15,38887584,1028756,14197440,Contado,Ejecutivo 14
4924,2023-06-01,5,88,Pacífico,Popayán,Empresa Industrial,Repuestos Automotrices,Lubricantes,30,992807,0.0,29784210,667680,9753810,Crédito 30 días,Ejecutivo 14
4925,2024-10-16,109,1,Pacífico,Pasto,Constructora,Herramientas Industriales,Taladros,2,679516,0.15,1359032,391715,575602,Crédito 30 días,Ejecutivo 7
4926,2023-10-25,155,14,Pacífico,Pasto,Cadena de Ferreterías,Herramientas Industriales,Llaves,5,360609,0.05,1803045,207579,765150,Crédito 30 días,Ejecutivo 14
4927,2023-11-01,54,19,Caribe,Barranquilla,Cadena de Ferreterías,Herramientas Industriales,Sierras,18,397549,0.15,7155882,351332,831906,Crédito 60 días,Ejecutivo 12
4928,2024-05-14,25,20,Pacífico,Buenaventura,Empresa Industrial,Herramientas Industriales,Sierras,19,1120572,0.05,21290868,767606,6706354,Crédito 30 días,Ejecutivo 15
4929,2023-01-12,24,42,Pacífico,Cali,Comercializadora Local,Equipos Eléctricos,Breakers,19,472443,0.05,8976417,384512,1670689,Contado,Ejecutivo 13
4930,2022-12-03,41,47,Santanderes,Bucaramanga,Constructora,Equipos Eléctricos,Breakers,18,1235310,0.1,22235580,780600,8184780,Crédito 90 días,Ejecutivo 7
4931,2022-07-10,140,139,Santanderes,Cúcuta,Constructora,Materiales de Construcción,Tuberías,32,1339454,0.1,42862528,807522,17021824,Crédito 30 días,Ejecutivo 6
4932,2022-10-31,200,21,Llanos,Yopal,Cadena de Ferreterías,Herramientas Industriales,Sierras,35,243828,0.0,8533980,136618,3752350,Contado,Ejecutivo 3
4933,2023-05-07,114,88,Caribe,Valledupar,Empresa Industrial,Repuestos Automotrices,Lubricantes,35,794245,0.2,27798575,711084,2910635,Crédito 30 días,Ejecutivo 8
4934,2023-07-24,212,120,Llanos,Arauca,Constructora,Tecnología y Seguridad,Sensores,28,994486,0.0,27845608,640740,9904888,Crédito 90 días,Ejecutivo 12
4935,2023-01-05,143,27,Pacífico,Pasto,Taller Automotriz,Herramientas Industriales,Compresores,25,1906255,0.0,47656375,1039358,21672425,Crédito 30 días,Ejecutivo 13
4936,2022-01-19,120,65,Eje Cafetero,Armenia,Cadena de Ferreterías,Repuestos Automotrices,Filtros,2,44745,0.05,89490,29449,30592,Crédito 30 días,Ejecutivo 12
4937,2023-12-04,98,66,Santanderes,Cúcuta,Cadena de Ferreterías,Repuestos Automotrices,Filtros,28,600680,0.1,16819040,414974,5199768,Crédito 60 días,Ejecutivo 6
4938,2023-11-22,197,74,Santanderes,Barrancabermeja,Empresa Industrial,Repuestos Automotrices,Frenos,34,1027460,0.05,34933640,676848,11920808,Contado,Ejecutivo 8
4939,2024-10-23,114,36,Caribe,Valledupar,Empresa Industrial,Equipos Eléctricos,Transformadores,3,1195573,0.0,3586719,859514,1008177,Contado,Ejecutivo 3
4940,2023-11-12,181,123,Eje Cafetero,Manizales,Empresa Industrial,Tecnología y Seguridad,Control de acceso,21,68467,0.05,1437807,33561,733026,Crédito 30 días,Ejecutivo 14
4941,2024-10-31,42,149,Caribe,Barranquilla,Comercializadora Local,Materiales de Construcción,Aislantes,11,1201462,0.0,13216082,851831,3845941,Contado,Ejecutivo 7
4942,2024-12-18,65,119,Eje Cafetero,Pereira,Comercializadora Local,Tecnología y Seguridad,Sensores,20,418247,0.0,8364940,295263,2459680,Crédito 90 días,Ejecutivo 10
4943,2023-02-07,217,107,Llanos,Yopal,Contratista Eléctrico,Tecnología y Seguridad,DVR,27,923337,0.1,24930099,656182,7213185,Crédito 30 días,Ejecutivo 12
4944,2022-03-22,79,155,Llanos,Villavicencio,Taller Automotriz,Materiales de Construcción,Impermeabilizantes,23,1206994,0.05,27760862,763327,10204341,Crédito 30 días,Ejecutivo 12
4945,2023-08-18,106,129,Caribe,Cartagena,Taller Automotriz,Materiales de Construcción,Adhesivos,37,1680698,0.05,62185826,958234,26731168,Crédito 30 días,Ejecutivo 13
4946,2024-07-23,104,144,Santanderes,Cúcuta,Constructora,Materiales de Construcción,Tuberías,24,762936,0.1,18310464,534674,5478288,Contado,Ejecutivo 6
4947,2022-02-06,141,88,Santanderes,Bucaramanga,Comercializadora Local,Repuestos Automotrices,Lubricantes,33,893526,0.1,29486358,651868,7974714,Crédito 30 días,Ejecutivo 11
4948,2022-05-09,137,29,Santanderes,Cúcuta,Cadena de Ferreterías,Herramientas Industriales,Compresores,20,164048,0.0,3280960,119097,899020,Crédito 30 días,Ejecutivo 15
4949,2024-05-04,198,108,Caribe,Santa Marta,Contratista Eléctrico,Tecnología y Seguridad,DVR,32,899452,0.2,28782464,722183,5672608,Crédito 90 días,Ejecutivo 15
4950,2023-04-18,14,19,Pacífico,Pasto,Constructora,Herramientas Industriales,Sierras,32,444319,0.05,14218208,355918,2828832,Crédito 90 días,Ejecutivo 14
4951,2023-04-02,172,96,Caribe,Santa Marta,Comercializadora Local,Repuestos Automotrices,Bujías,5,203040,0.1,1015200,112000,455200,Crédito 30 días,Ejecutivo 5
4952,2022-03-21,39,46,Caribe,Valledupar,Comercializadora Local,Equipos Eléctricos,Breakers,22,208464,0.2,4586208,144093,1416162,Crédito 60 días,Ejecutivo 11
4953,2023-06-05,219,89,Santanderes,Cúcuta,Contratista Eléctrico,Repuestos Automotrices,Bujías,32,1164688,0.0,37270016,694072,15059712,Crédito 30 días,Ejecutivo 1
4954,2024-12-22,197,75,Santanderes,Barrancabermeja,Empresa Industrial,Repuestos Automotrices,Frenos,37,106737,0.05,3949269,73219,1240166,Contado,Ejecutivo 4
4955,2024-07-09,5,134,Pacífico,Popayán,Empresa Industrial,Materiales de Construcción,Adhesivos,12,1263540,0.05,15162480,716578,6563544,Contado,Ejecutivo 1
4956,2024-05-30,48,73,Llanos,Arauca,Taller Automotriz,Repuestos Automotrices,Frenos,37,426548,0.0,15782276,304424,4518588,Contado,Ejecutivo 2
4957,2023-07-15,6,46,Caribe,Barranquilla,Contratista Eléctrico,Equipos Eléctricos,Breakers,34,260580,0.0,8859720,137536,4183496,Crédito 30 días,Ejecutivo 15
4958,2024-05-03,104,128,Santanderes,Cúcuta,Constructora,Tecnología y Seguridad,Control de acceso,7,316454,0.05,2215178,182307,939029,Contado,Ejecutivo 14
4959,2023-09-20,25,1,Pacífico,Buenaventura,Empresa Industrial,Herramientas Industriales,Taladros,23,799431,0.0,18386913,375699,9745836,Crédito 60 días,Ejecutivo 11
4960,2022-04-15,191,33,Santanderes,Cúcuta,Comercializadora Local,Equipos Eléctricos,Transformadores,29,420508,0.2,12194732,288843,3818285,Crédito 30 días,Ejecutivo 10
4961,2023-03-14,50,59,Llanos,Villavicencio,Cadena de Ferreterías,Equipos Eléctricos,Tableros,4,1174305,0.05,4697220,801725,1490320,Crédito 30 días,Ejecutivo 9
4962,2023-08-12,111,136,Pacífico,Cali,Comercializadora Local,Materiales de Construcción,Adhesivos,12,1599550,0.0,19194600,906401,8317788,Crédito 60 días,Ejecutivo 14
4963,2023-04-26,165,72,Santanderes,Cúcuta,Empresa Industrial,Repuestos Automotrices,Filtros,15,776242,0.05,11643630,558718,3262860,Crédito 90 días,Ejecutivo 7
4964,2023-11-04,151,49,Eje Cafetero,Armenia,Comercializadora Local,Equipos Eléctricos,Cables,3,904492,0.0,2713476,581416,969228,Contado,Ejecutivo 11
4965,2023-02-15,67,24,Pacífico,Popayán,Constructora,Herramientas Industriales,Sierras,13,574162,0.0,7464106,327389,3208049,Contado,Ejecutivo 7
4966,2022-06-13,112,33,Caribe,Sincelejo,Constructora,Equipos Eléctricos,Transformadores,36,446790,0.15,16084440,282587,5911308,Contado,Ejecutivo 4
4967,2024-09-09,209,62,Caribe,Barranquilla,Taller Automotriz,Equipos Eléctricos,Tableros,10,391875,0.2,3918750,341283,505920,Contado,Ejecutivo 3
4968,2023-06-13,73,109,Eje Cafetero,Pereira,Constructora,Tecnología y Seguridad,DVR,18,618935,0.05,11140830,351571,4812552,Contado,Ejecutivo 5
4969,2023-06-11,185,25,Caribe,Sincelejo,Comercializadora Local,Herramientas Industriales,Compresores,14,722481,0.15,10114734,603908,1660022,Crédito 30 días,Ejecutivo 15
4970,2024-05-23,97,160,Caribe,Sincelejo,Contratista Eléctrico,Materiales de Construcción,Impermeabilizantes,9,273008,0.0,2457072,185381,788643,Contado,Ejecutivo 3
4971,2024-01-11,216,9,Llanos,Arauca,Cadena de Ferreterías,Herramientas Industriales,Llaves,4,477949,0.15,1911796,333931,576072,Contado,Ejecutivo 15
4972,2023-08-15,142,141,Llanos,Arauca,Taller Automotriz,Materiales de Construcción,Tuberías,26,1460171,0.0,37964446,968021,12795900,Contado,Ejecutivo 9
4973,2022-05-21,11,38,Pacífico,Pasto,Empresa Industrial,Equipos Eléctricos,Transformadores,21,1293436,0.05,27162156,712686,12195750,Contado,Ejecutivo 3
4974,2022-09-06,46,73,Santanderes,Bucaramanga,Taller Automotriz,Repuestos Automotrices,Frenos,33,383893,0.1,12668469,318029,2173512,Crédito 60 días,Ejecutivo 1
4975,2023-05-06,125,79,Eje Cafetero,Armenia,Comercializadora Local,Repuestos Automotrices,Frenos,4,1049583,0.2,4198332,645564,1616076,Contado,Ejecutivo 13
4976,2023-07-08,59,115,Pacífico,Pasto,Cadena de Ferreterías,Tecnología y Seguridad,Sensores,14,1482240,0.1,20751360,903098,8107988,Crédito 90 días,Ejecutivo 2
4977,2024-07-13,24,62,Pacífico,Cali,Comercializadora Local,Equipos Eléctricos,Tableros,36,489844,0.0,17634384,319587,6129252,Contado,Ejecutivo 9
4978,2024-12-30,159,102,Caribe,Valledupar,Constructora,Tecnología y Seguridad,Cámaras,1,361971,0.0,361971,183174,178797,Crédito 30 días,Ejecutivo 2
4979,2024-09-12,22,105,Llanos,Yopal,Comercializadora Local,Tecnología y Seguridad,DVR,35,33977,0.1,1189195,26245,270620,Crédito 30 días,Ejecutivo 5
4980,2022-06-20,91,123,Llanos,Yopal,Taller Automotriz,Tecnología y Seguridad,Control de acceso,34,68467,0.05,2327878,38380,1022958,Crédito 30 días,Ejecutivo 2
4981,2023-12-25,162,3,Llanos,Arauca,Taller Automotriz,Herramientas Industriales,Taladros,11,247863,0.05,2726493,172433,829730,Contado,Ejecutivo 13
4982,2023-01-23,91,127,Llanos,Yopal,Taller Automotriz,Tecnología y Seguridad,Control de acceso,5,1177462,0.15,5887310,853045,1622085,Crédito 30 días,Ejecutivo 5
4983,2022-02-07,58,119,Caribe,Sincelejo,Taller Automotriz,Tecnología y Seguridad,Sensores,39,355509,0.15,13864851,286556,2689167,Crédito 90 días,Ejecutivo 10
4984,2022-06-26,191,108,Santanderes,Cúcuta,Comercializadora Local,Tecnología y Seguridad,DVR,18,1068100,0.05,19225800,804587,4743234,Crédito 90 días,Ejecutivo 3
4985,2022-10-26,120,144,Eje Cafetero,Armenia,Cadena de Ferreterías,Materiales de Construcción,Tuberías,37,805321,0.05,29796877,469721,12417200,Contado,Ejecutivo 9
4986,2024-12-31,42,135,Caribe,Barranquilla,Comercializadora Local,Materiales de Construcción,Adhesivos,7,567876,0.05,3975132,401228,1166536,Contado,Ejecutivo 15
4987,2023-12-21,182,69,Santanderes,Cúcuta,Taller Automotriz,Repuestos Automotrices,Filtros,16,949802,0.05,15196832,580352,5911200,Contado,Ejecutivo 14
4988,2024-03-08,102,12,Santanderes,Bucaramanga,Contratista Eléctrico,Herramientas Industriales,Llaves,31,482033,0.05,14943023,323350,4919173,Crédito 60 días,Ejecutivo 7
4989,2022-08-01,115,94,Pacífico,Popayán,Taller Automotriz,Repuestos Automotrices,Bujías,22,1248020,0.15,27456440,872155,8269030,Crédito 60 días,Ejecutivo 13
4990,2024-04-04,2,46,Llanos,Villavicencio,Cadena de Ferreterías,Equipos Eléctricos,Breakers,15,221493,0.15,3322395,133611,1318230,Contado,Ejecutivo 4
4991,2024-09-17,85,4,Pacífico,Popayán,Cadena de Ferreterías,Herramientas Industriales,Taladros,31,131177,0.15,4066487,80360,1575327,Crédito 60 días,Ejecutivo 12
4992,2022-05-18,204,129,Santanderes,Cúcuta,Taller Automotriz,Materiales de Construcción,Adhesivos,12,1769156,0.0,21229872,980309,9466164,Crédito 90 días,Ejecutivo 12
4993,2023-04-10,7,98,Eje Cafetero,Pereira,Comercializadora Local,Tecnología y Seguridad,Cámaras,9,521315,0.1,4691835,343797,1597662,Crédito 60 días,Ejecutivo 15
4994,2024-10-09,211,70,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Filtros,32,743774,0.05,23800768,363824,12158400,Crédito 30 días,Ejecutivo 8
4995,2024-03-04,59,75,Pacífico,Pasto,Cadena de Ferreterías,Repuestos Automotrices,Frenos,6,95501,0.15,573006,71714,142722,Contado,Ejecutivo 6
4996,2023-02-12,39,17,Caribe,Valledupar,Comercializadora Local,Herramientas Industriales,Sierras,3,164254,0.05,492762,85875,235137,Crédito 60 días,Ejecutivo 1
4997,2024-07-16,182,140,Santanderes,Cúcuta,Taller Automotriz,Materiales de Construcción,Tuberías,1,1385438,0.0,1385438,731945,653493,Contado,Ejecutivo 10
4998,2023-12-29,127,138,Pacífico,Buenaventura,Taller Automotriz,Materiales de Construcción,Tuberías,27,866887,0.05,23405949,549084,8580681,Contado,Ejecutivo 11
4999,2024-02-02,106,4,Caribe,Cartagena,Taller Automotriz,Herramientas Industriales,Taladros,38,131177,0.15,4984726,75177,2128000,Crédito 30 días,Ejecutivo 7
5000,2022-01-16,10,68,Caribe,Cartagena,Constructora,Repuestos Automotrices,Filtros,23,1381713,0.1,31779399,987523,9066370,Crédito 90 días,Ejecutivo 14
5001,2024-08-07,76,63,Pacífico,Pasto,Contratista Eléctrico,Equipos Eléctricos,Tableros,15,351442,0.15,5271630,258180,1398930,Contado,Ejecutivo 14
5002,2022-07-16,183,76,Pacífico,Popayán,Cadena de Ferreterías,Repuestos Automotrices,Frenos,36,1284110,0.1,46227960,982082,10873008,Crédito 30 días,Ejecutivo 9
5003,2022-08-27,4,33,Santanderes,Bucaramanga,Contratista Eléctrico,Equipos Eléctricos,Transformadores,14,473072,0.1,6623008,288252,2587480,Crédito 30 días,Ejecutivo 8
5004,2024-10-09,58,106,Caribe,Sincelejo,Taller Automotriz,Tecnología y Seguridad,DVR,9,945901,0.1,8513109,543222,3624111,Crédito 30 días,Ejecutivo 9
5005,2023-11-29,195,142,Santanderes,Barrancabermeja,Empresa Industrial,Materiales de Construcción,Tuberías,29,483515,0.15,14021935,422649,1765114,Contado,Ejecutivo 13
5006,2022-03-08,177,116,Llanos,Yopal,Cadena de Ferreterías,Tecnología y Seguridad,Sensores,33,1329604,0.05,43876932,889683,14517393,Crédito 60 días,Ejecutivo 11
5007,2023-10-12,113,150,Caribe,Sincelejo,Comercializadora Local,Materiales de Construcción,Aislantes,21,828252,0.1,17393292,706706,2552466,Contado,Ejecutivo 9
5008,2024-05-21,108,61,Eje Cafetero,Armenia,Taller Automotriz,Equipos Eléctricos,Tableros,9,1315742,0.2,11841678,868359,4026447,Contado,Ejecutivo 14
5009,2022-08-07,45,131,Eje Cafetero,Armenia,Comercializadora Local,Materiales de Construcción,Adhesivos,11,1303376,0.0,14337136,647887,7210379,Contado,Ejecutivo 5
5010,2022-10-08,93,127,Caribe,Santa Marta,Taller Automotriz,Tecnología y Seguridad,Control de acceso,25,1177462,0.15,29436550,918586,6471900,Crédito 30 días,Ejecutivo 14
5011,2024-02-17,133,53,Caribe,Valledupar,Contratista Eléctrico,Equipos Eléctricos,Cables,39,1360261,0.05,53050179,1022953,13155012,Crédito 90 días,Ejecutivo 5
5012,2023-11-28,195,98,Santanderes,Barrancabermeja,Empresa Industrial,Tecnología y Seguridad,Cámaras,35,521315,0.1,18246025,393304,4480385,Crédito 60 días,Ejecutivo 2
5013,2024-12-23,170,143,Santanderes,Bucaramanga,Comercializadora Local,Materiales de Construcción,Tuberías,23,794360,0.05,18270280,605279,4348863,Crédito 30 días,Ejecutivo 8
5014,2023-09-24,202,5,Eje Cafetero,Pereira,Contratista Eléctrico,Herramientas Industriales,Taladros,24,981411,0.15,23553864,604138,9054552,Crédito 60 días,Ejecutivo 7
5015,2022-02-16,52,154,Eje Cafetero,Pereira,Empresa Industrial,Materiales de Construcción,Impermeabilizantes,3,855247,0.0,2565741,572052,849585,Contado,Ejecutivo 5
5016,2023-11-03,29,34,Pacífico,Popayán,Cadena de Ferreterías,Equipos Eléctricos,Transformadores,25,279142,0.1,6978550,160268,2971850,Contado,Ejecutivo 2
5017,2022-10-09,94,94,Caribe,Cartagena,Taller Automotriz,Repuestos Automotrices,Bujías,27,1394846,0.05,37660842,889844,13635054,Crédito 90 días,Ejecutivo 10
5018,2022-07-25,203,41,Caribe,Santa Marta,Cadena de Ferreterías,Equipos Eléctricos,Breakers,9,1351456,0.15,12163104,970446,3429090,Crédito 30 días,Ejecutivo 2
5019,2023-06-26,217,69,Llanos,Yopal,Contratista Eléctrico,Repuestos Automotrices,Filtros,25,799833,0.2,19995825,565453,5859500,Crédito 60 días,Ejecutivo 6
5020,2022-09-11,168,57,Santanderes,Barrancabermeja,Comercializadora Local,Equipos Eléctricos,Tableros,14,1647258,0.1,23061612,1043313,8455230,Contado,Ejecutivo 4
5021,2022-06-11,95,102,Pacífico,Cali,Contratista Eléctrico,Tecnología y Seguridad,Cámaras,26,361971,0.0,9411246,188935,4498936,Contado,Ejecutivo 5
5022,2023-09-30,208,35,Caribe,Santa Marta,Taller Automotriz,Equipos Eléctricos,Transformadores,14,175076,0.1,2451064,96138,1105132,Crédito 60 días,Ejecutivo 9
5023,2022-06-13,202,127,Eje Cafetero,Pereira,Contratista Eléctrico,Tecnología y Seguridad,Control de acceso,26,1315987,0.05,34215662,903920,10713742,Crédito 60 días,Ejecutivo 9
5024,2023-09-01,132,127,Eje Cafetero,Pereira,Constructora,Tecnología y Seguridad,Control de acceso,24,1315987,0.05,31583688,846588,11265576,Crédito 90 días,Ejecutivo 11
5025,2023-09-02,127,97,Pacífico,Buenaventura,Taller Automotriz,Tecnología y Seguridad,Cámaras,13,1580113,0.05,20541469,968829,7946692,Contado,Ejecutivo 7
5026,2022-03-25,200,28,Llanos,Yopal,Cadena de Ferreterías,Herramientas Industriales,Compresores,36,991501,0.2,35694036,638269,12716352,Contado,Ejecutivo 15
5027,2024-05-10,13,64,Santanderes,Cúcuta,Empresa Industrial,Equipos Eléctricos,Tableros,3,1563075,0.05,4689225,901977,1983294,Contado,Ejecutivo 6
5028,2023-07-06,35,91,Llanos,Villavicencio,Empresa Industrial,Repuestos Automotrices,Bujías,17,497869,0.05,8463773,383837,1938544,Crédito 60 días,Ejecutivo 3
5029,2022-05-21,18,131,Santanderes,Barrancabermeja,Contratista Eléctrico,Materiales de Construcción,Adhesivos,39,1238207,0.05,48290073,628075,23795148,Contado,Ejecutivo 10
5030,2022-01-09,163,5,Eje Cafetero,Manizales,Empresa Industrial,Herramientas Industriales,Taladros,10,1039141,0.1,10391410,647457,3916840,Contado,Ejecutivo 8
5031,2022-03-29,10,105,Caribe,Cartagena,Constructora,Tecnología y Seguridad,DVR,31,35865,0.05,1111815,24031,366854,Crédito 30 días,Ejecutivo 6
5032,2024-04-11,25,5,Pacífico,Buenaventura,Empresa Industrial,Herramientas Industriales,Taladros,31,1154602,0.0,35792662,639020,15983042,Crédito 30 días,Ejecutivo 5
5033,2022-11-22,169,154,Pacífico,Pasto,Constructora,Materiales de Construcción,Impermeabilizantes,7,769722,0.1,5388054,562406,1451212,Crédito 30 días,Ejecutivo 9
5034,2023-05-23,95,75,Pacífico,Cali,Contratista Eléctrico,Repuestos Automotrices,Frenos,39,101119,0.1,3943641,69835,1220076,Contado,Ejecutivo 3
5035,2023-01-15,134,147,Pacífico,Buenaventura,Cadena de Ferreterías,Materiales de Construcción,Aislantes,24,1364926,0.0,32758224,820702,13061376,Crédito 30 días,Ejecutivo 10
5036,2022-08-01,100,45,Eje Cafetero,Manizales,Comercializadora Local,Equipos Eléctricos,Breakers,1,1462325,0.05,1462325,941278,521047,Crédito 30 días,Ejecutivo 1
5037,2024-08-21,54,104,Caribe,Barranquilla,Cadena de Ferreterías,Tecnología y Seguridad,Cámaras,37,222690,0.0,8239530,116259,3937947,Contado,Ejecutivo 12
5038,2022-09-17,14,102,Pacífico,Pasto,Constructora,Tecnología y Seguridad,Cámaras,7,307675,0.15,2153725,174391,932988,Contado,Ejecutivo 14
5039,2024-11-09,166,153,Eje Cafetero,Pereira,Comercializadora Local,Materiales de Construcción,Impermeabilizantes,2,1523910,0.0,3047820,717236,1613348,Contado,Ejecutivo 7
5040,2022-01-11,12,34,Caribe,Sincelejo,Comercializadora Local,Equipos Eléctricos,Transformadores,2,310158,0.0,620316,154238,311840,Crédito 30 días,Ejecutivo 15
5041,2023-07-14,47,85,Llanos,Villavicencio,Comercializadora Local,Repuestos Automotrices,Lubricantes,31,92432,0.15,2865392,64824,855848,Crédito 30 días,Ejecutivo 12
